Name,LSFormula,RT,Calc Mass,Class,FA,FA Group Key,MainIon,,,
TG(25:0_16:0_18:1) +NH4,C62 H118 O6,22.601,958.8928,TG,25:0_16:0_18:1,59:01:00,0,,,
TG(28:1_18:1_18:1) +NH4,C67 H124 O6,22.605,1024.9398,TG,28:1_18:1_18:1,64:03:00,#REF!,,,
TG(28:0_18:1_18:1) +NH4,C67 H126 O6,22.619,1026.9554,TG,28:0_18:1_18:1,64:02:00,#REF!,,,
TG(20:0e_18:0_18:1) +NH4,C59 H114 O5,22.663,902.8666,TG,20:0e_18:0_18:1,56:1e,0,,,
TG(29:0_16:1_18:1) +NH4,C66 H124 O6,22.666,1012.9398,TG,29:0_16:1_18:1,63:02:00,#REF!,,,
TG(27:0_16:0_18:1) +NH4,C64 H122 O6,22.705,986.9241,TG,27:0_16:0_18:1,61:01:00,0,,,
TG(28:1_16:0_18:1) +NH4,C65 H122 O6,22.725,998.9241,TG,28:1_16:0_18:1,62:02:00,#REF!,,,
TG(26:0_16:0_20:4)+NH4,C65 H118 O6,22.762,994.8928,TG,26:0_16:0_20:4,62:04:00,#NAME?,,,
TG(26:0_16:0_18:1) +NH4,C63 H120 O6,22.764,972.9085,TG,26:0_16:0_18:1,60:01:00,0,,,
TG(28:0_18:1_18:1) +NH4,C67 H126 O6,22.776,1026.9554,TG,28:0_18:1_18:1,64:02:00,#REF!,,,
TG(28:0_16:0_18:1) +NH4,C65 H124 O6,22.806,1000.9398,TG,28:0_16:0_18:1,62:01:00,0,,,
TG(26:0_16:0_16:0) +NH4,C61 H118 O6,22.832,946.8928,TG,26:0_16:0_16:0,58:00:00,0,,,
TG(29:0_16:0_18:1) +NH4,C66 H126 O6,22.846,1014.9554,TG,29:0_16:0_18:1,63:01:00,#REF!,,,
TG(18:0e_18:1_24:1) +NH4,C63 H120 O5,22.86,956.9136,TG,18:0e_18:1_24:1,60:2e,0,,,
TG(29:0_18:1_18:1) +NH4,C68 H128 O6,22.865,1040.9711,TG,29:0_18:1_18:1,65:02:00,#REF!,,,
TG(27:0_16:0_18:1) +NH4,C64 H122 O6,22.895,986.9241,TG,27:0_16:0_18:1,61:01:00,0,,,
TG(30:0_18:1_18:2) +NH4,C69 H128 O6,22.897,1052.9711,TG,30:0_18:1_18:2,66:03:00,#REF!,,,
TG(20:0e_18:1_20:0) +NH4,C61 H118 O5,22.984,930.8979,TG,20:0e_18:1_20:0,58:1e,0,,,
TG(29:0_16:0_18:1) +NH4,C66 H126 O6,23.004,1014.9554,TG,29:0_16:0_18:1,63:01:00,#REF!,,,
TG(30:0_18:1_18:2) +NH4,C69 H128 O6,23.006,1052.9711,TG,30:0_18:1_18:2,66:03:00,#REF!,,,
TG(28:0_18:1_18:1) +NH4,C67 H126 O6,23.022,1026.9554,TG,28:0_18:1_18:1,64:02:00,#REF!,,,
TG(30:0_16:0_18:1) +NH4,C67 H128 O6,23.064,1028.9711,TG,30:0_16:0_18:1,64:01:00,#REF!,,,
TG(28:0_16:0_18:1) +NH4,C65 H124 O6,23.073,1000.9398,TG,28:0_16:0_18:1,62:01:00,0,,,
TG(28:0_16:0_20:4)+NH4,C67 H122 O6,23.075,1022.9241,TG,28:0_16:0_20:4,64:04:00,#NAME?,,,
TG(30:0_18:1_18:1) +NH4,C69 H130 O6,23.102,1054.9867,TG,30:0_18:1_18:1,66:02:00,#REF!,,,
TG(26:0_16:0_18:0) +NH4,C63 H122 O6,23.15,974.9241,TG,26:0_16:0_18:0,60:00:00,0,,,
TG(20:0e_18:1_24:1) +NH4,C65 H124 O5,23.181,984.9449,TG,20:0e_18:1_24:1,62:2e,0,,,
TG(29:0_16:0_18:1) +NH4,C66 H126 O6,23.241,1014.9554,TG,29:0_16:0_18:1,63:01:00,0,,,
TG(30:0_18:1_18:1) +NH4,C69 H130 O6,23.271,1054.9867,TG,30:0_18:1_18:1,66:02:00,#REF!,,,
TG(28:0_18:1_21:1) +NH4,C70 H132 O6,23.38,1069.0024,TG,28:0_18:1_21:1,67:02:00,#REF!,,,
TG(29:0_18:0_18:1) +NH4,C68 H130 O6,23.392,1042.9867,TG,29:0_18:0_18:1,65:01:00,#REF!,,,
TG(30:0_18:1_20:1) +NH4,C71 H134 O6,23.393,1083.018,TG,30:0_18:1_20:1,68:02:00,#REF!,,,
TG(30:0_16:0_18:1) +NH4,C67 H128 O6,23.399,1028.9711,TG,30:0_16:0_18:1,64:01:00,0,,,
TG(30:0_16:0_20:4)+NH4,C69 H126 O6,23.409,1050.9554,TG,30:0_16:0_20:4,66:04:00,#NAME?,,,
TG(30:0_18:0_18:1) +NH4,C69 H132 O6,23.579,1057.0024,TG,30:0_18:0_18:1,66:01:00,#REF!,,,
TG(30:0_18:1_19:0) +NH4,C70 H134 O6,23.587,1071.018,TG,30:0_18:1_19:0,67:01:00,#REF!,,,
TG(30:1_18:1_21:0) +NH4,C72 H136 O6,23.744,1097.0337,TG,30:1_18:1_21:0,69:02:00,#REF!,,,
TG(28:0_18:1_24:1) +NH4,C73 H138 O6,23.755,1111.0493,TG,28:0_18:1_24:1,70:02:00,#REF!,,,
TG(30:0_18:1_19:0) +NH4,C70 H134 O6,23.786,1071.018,TG,30:0_18:1_19:0,67:01:00,#REF!,,,
TG(29:0_18:1_21:0) +NH4,C71 H136 O6,23.793,1085.0337,TG,29:0_18:1_21:0,68:01:00,#REF!,,,
TG(30:0_18:0_18:1) +NH4,C69 H132 O6,23.817,1057.0024,TG,30:0_18:0_18:1,66:01:00,0,,,
TG(28:0_18:1_24:0) +NH4,C73 H140 O6,23.857,1113.065,TG,28:0_18:1_24:0,70:01:00,#REF!,,,
TG(30:0_18:1_21:0) +NH4,C72 H138 O6,23.86,1099.0493,TG,30:0_18:1_21:0,69:01:00,#REF!,,,
TG(16:0_14:0_16:1) +NH4,C49 H92 O6,26.57,776.6894,TG,16:0_14:0_16:1,46:01:00,0,,,
TG(16:0_18:1_18:2) +NH4,C55 H100 O6,26.778,856.752,TG,16:0_18:1_18:2,52:03:00,0,,,
TG(20:3_20:3_20:3) +NH4,C63 H104 O6,26.785,956.7833,TG,20:3_20:3_20:3,60:09:00,0,,,
PC(25:0_11:2),C44 H84 O8 N1 P1,26.799,785.5935,PC,25:0_11:2,36:02:00,#NAME?,,,
TG(16:0_16:1_16:1) +NH4,C51 H94 O6,26.83,802.705,TG,16:0_16:1_16:1,48:02:00,0,,,
PC(26:1_8:0),C42 H82 O8 N1 P1,26.892,759.5778,PC,26:1_8:0,34:01:00,#NAME?,,,
PC(17:1_17:1),C42 H80 O8 N1 P1,26.908,757.5622,PC,17:1_17:1,34:02:00,#NAME?,,,
PC(24:0_12:2),C44 H84 O8 N1 P1,26.911,785.5935,PC,24:0_12:2,36:02:00,#NAME?,,,
PC(8:0_24:1),C40 H78 O8 N1 P1,26.916,731.5465,PC,8:0_24:1,32:01:00,#NAME?,,,
PC(16:1_18:2),C42 H78 O8 N1 P1,26.918,755.5465,PC,16:1_18:2,34:03:00,#NAME?,,,
PC(22:0_14:4),C44 H80 O8 N1 P1,26.923,781.5622,PC,22:0_14:4,36:04:00,#NAME?,,,
PC(21:0_11:2),C40 H76 O8 N1 P1,26.929,729.5309,PC,21:0_11:2,32:02:00,#NAME?,,,
PC(26:1_6:0),C40 H78 O8 N1 P1,27.027,731.5465,PC,26:1_6:0,32:01:00,#NAME?,,,
PC(16:0_20:3),C44 H82 O8 N1 P1,27.114,783.5778,PC,16:0_20:3,36:03:00,#NAME?,,,
DG(22:6_22:6) +NH4,C47 H68 O5,27.212,712.5067,DG,22:6_22:6,44:12:00,0,,,
PC(8:0_24:2),C40 H76 O8 N1 P1,27.249,729.5309,PC,8:0_24:2,32:02:00,#NAME?,,,
PC(8:0_24:2),C40 H76 O8 N1 P1,27.354,729.5309,PC,8:0_24:2,32:02:00,#NAME?,,,
TG(16:0_14:0_16:1) +NH4,C49 H92 O6,27.376,776.6894,TG,16:0_14:0_16:1,46:01:00,0,,,
